Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg,nQoE,nQoE1
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,2,50,1,60,0,4,1,no,55,2,3,472,8,0,2339,1,0,314551.379657,310211.808424,362098.374004,9,2,0,116.016054,3.4e-05,57881152.58947999,127722005.50200322,927115.7966101696,2133056.0,132456.0,883624.0,251297.39482968103,727096.0,767859.2,805150.4,851070.4,883624.0,922003.2,962270.4,1034806.4,1225710.4,1099936.888888889,992906.2471910112,918933.3333333334,861944.5393258428,910759.95480226,2466912.0,111320.0,905216.0,203965.489771802,808857.6,848368.0,880600.0,893224.0,905216.0,920078.4,949564.8,960544.0,985939.2,989910.4,936036.404494382,878744.5333333333,886420.584269663,49562.0,280.01129943502826,666.0,48.0,275.0,59.40315088949074,239.0,251.0,260.0,269.0,275.0,281.6,293.0,304.8,325.20000000000005,13988.0,25957.0,12363.0,23919.0,30868.0,174.3954802259887,418.0,20.0,172.0,35.1900663615756,154.6,162.0,167.0,170.0,172.0,176.0,181.0,186.0,195.0,8644.0,16080.0,7633.0,14980.0,413.8063499708993,1430.0,70.0,84.0,491.5562283279718,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,442.31805833571633,425.5531070616789,418.1024023295317,400.90024666583054,652.6729634763548,1472.0,54.0,107.0,625.3932644492938,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,644.174687644609,647.5998134328358,647.5747412550767,658.3063417890521,0.0035715857667529,1.019241,0.0,7.1e-05,0.0081744466002897,1E-06,3E-06,6E-06,1.3e-05,7.1e-05,0.000381,0.0032895999999999,0.007937,0.012019,0.0032167795253074,0.003428659937589,0.0143161161530372,0.007399562857979,0.0057365435027884,0.998031,0.0,0.00061,0.0140018699789815,0.000196,0.000248,0.000339,0.000444,0.00061,0.001937,0.003001,0.008139,0.02146,0.0052057383155946,0.0055347916666666,0.0231841494825101,0.0118133920560747,0.7538037844082707,1.7073610911034196
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,2,50,1,60,0,6,1,no,53,4,3,460,3,17,2293,45,2,425925.005774,334898.306023,367232.131956,13,5,2,120.426503,8.7e-05,66113677.8754554,135970878.36396602,914521.098901099,2220536.0,39736.0,884516.0,300386.494028963,653798.4,743763.2,797713.6,839435.2000000001,884516.0,922270.4,984043.2,1067132.8,1184457.6,1124743.8260869563,997949.978021978,882699.4782608695,831092.2197802198,888279.0769230769,2614528.0,19648.0,903516.0,240173.22546812604,757231.2000000001,843452.8,863069.6,887976.0,903516.0,916308.8,940737.6,957022.4,977776.0,985766.0869565216,923902.6813186812,846846.0869565217,852655.4725274725,49975.0,274.5879120879121,686.0,16.0,274.0,70.31921303608459,228.0,249.2,258.3,266.4,274.0,282.79999999999995,293.7,303.8,321.9,14446.0,26397.0,12183.0,23578.0,31090.0,170.82417582417582,439.0,2.0,171.0,43.14086138481742,148.0,161.2,165.0,168.0,171.0,175.0,180.0,186.8,193.8,8886.0,16310.0,7554.0,14780.0,416.2963347233584,1430.0,70.0,84.0,492.8734646707546,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,447.6863491623979,430.0367844830852,416.6069112698022,400.95317669013485,649.8799589493602,1472.0,54.0,107.0,625.1247312293026,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,637.8747467927076,644.3527283874923,644.6074927190892,656.2216508795669,0.0036401687583551,0.490985,0.0,7.1e-05,0.0080593015985136,1E-06,4E-06,7E-06,1.3e-05,7.1e-05,0.0003957999999999,0.0033439999999999,0.0079334,0.012007,0.0031840299044718,0.0034472398757434,0.0149379238282853,0.0077185819832046,0.0058509423687502,0.998184,0.0,0.000612,0.0172174306480061,0.000194,0.000249,0.000332,0.000436,0.000612,0.001942,0.002997,0.008161,0.021511,0.00517526412334,0.0055793514408338,0.0240912012178978,0.0123129184032476,1.017517471133698,1.9762693248240244
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,2,100,1,60,0,2,1,no,58,1,1,471,9,0,2338,1,1,320680.597422,309460.879431,358191.826136,6,2,0,117.965232,7.7e-05,58030439.67898389,126993204.9822184,915803.3519553072,2112896.0,200032.0,870432.0,250985.72691796825,694852.8,751145.6,795814.4,821899.2,870432.0,920489.6,968537.6,1053716.8,1214310.4,1089576.3555555556,986057.9555555556,908925.1555555556,843687.6444444444,900058.6368715083,2449624.0,189328.0,900728.0,202368.5651138872,787188.8,840246.4,864108.8,890729.6,900728.0,918180.8,942528.0,954225.6,976353.6,983980.4444444444,933849.8666666668,866042.6666666666,866810.4,49668.0,277.4748603351956,657.0,76.0,275.0,58.86470790950207,231.4,249.0,258.0,264.0,275.0,285.0,292.0,303.0,324.40000000000003,13950.0,26184.0,12247.0,23739.0,30811.0,172.12849162011173,414.0,33.0,172.0,35.026569698953224,147.8,160.6,165.0,168.0,172.0,175.0,179.0,185.0,193.0,8574.0,16196.0,7510.0,14787.0,412.5825944236505,1430.0,70.0,84.0,491.1583254501508,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1261.0,1280.0,439.3453046594982,423.6614726550565,417.4658283661305,399.8266986814946,653.4749257777204,1472.0,54.0,107.0,625.3347456091049,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,645.543503615582,648.6670165472956,648.6671105193076,659.4723067559343,0.0036015736874762,0.459982,0.0,6.6e-05,0.0073450171073278,1E-06,4E-06,7E-06,1.3e-05,6.6e-05,0.000361,0.003555,0.00795,0.012006,0.0032256794265232,0.0034366888175985,0.014615344900792,0.0075400871561565,0.0058065441783916,0.998216,0.0,0.0006095,0.0143863516800523,0.000196,0.000249,0.00033,0.000428,0.0006095,0.001944,0.003028,0.008141,0.0224172999999999,0.0052473445299743,0.0055559068905902,0.0238346394141145,0.0121051019138432,0.7585859195838102,1.683602637822645
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,0,2,1,no,60,0,0,480,0,0,2340,0,0,265310.462192,232862.16474,242344.870627,0,0,0,259.947328,7.6e-05,44674073.360871,90205389.1800494,530512.4662576687,1556768.0,40224.0,503512.0,245042.7594948233,253948.0,326104.0,383104.0,444224.0,503512.0,583176.0,636936.0,702016.0,814352.0,707653.1707317074,612672.5398773006,480249.56097560975,448352.3926380368,497161.10429447854,1425280.0,11136.0,505816.0,217904.10367090616,214956.0,283808.0,390956.0,446456.0,505816.0,565088.0,634243.9999999998,677216.0,745748.0,630865.5609756098,574466.7484662577,428169.1707317073,419855.4601226994,52906.0,162.2883435582822,414.0,19.0,161.5,66.55646838406669,81.5,99.0,124.0,142.0,161.5,179.0,200.0,215.0,240.0,16881.0,30243.0,11912.0,22663.0,30572.0,93.77914110429448,238.0,4.0,96.0,41.28407119255105,39.5,54.0,72.0,83.0,96.0,106.0,118.49999999999996,129.0,145.0,9936.0,17641.0,6756.0,12931.0,408.5934477025393,1455.0,70.0,72.0,492.4645094560157,70.0,70.0,72.0,72.0,72.0,185.0,502.8999999999942,1205.0,1280.0,429.68100231028967,412.7633832622425,413.2436198791135,403.0878524467193,662.5484356098997,1472.0,54.0,112.0,624.9842050115866,55.0,55.0,56.0,95.0,112.0,1228.0,1228.0,1228.0,1434.0,650.8023349436393,663.4975341533926,649.605387803434,661.55401747738,0.0061609478347944,1.03236,0.0,0.000273,0.0156532374026626,3E-06,7E-06,1.4e-05,4.1e-05,0.000273,0.002189,0.0066478999999999,0.0093878,0.0161113,0.0048563613530004,0.0053841150348841,0.027367028626595,0.0143845053611613,0.0106608167849086,0.998765,0.0,0.001977,0.0359921295968163,0.000201,0.000317,0.000453,0.0008718,0.001977,0.003925,0.0082181999999999,0.0167668,0.026088,0.0082487177938808,0.0092174153392664,0.048253276642984,0.0252106671564457,0.3307394835691839,0.4843422376027889
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,1,2,1,no,54,0,6,464,16,0,2340,0,0,365988.577785,304806.668256,341531.685963,6,4,0,143.991059,3.8e-05,59263055.93416299,124550750.7731726,800712.0388349515,1795544.0,1480.0,790912.0,299072.8406694523,489132.0,661816.0,697828.0,751560.0,790912.0,838720.0,877324.0,974832.0,1111496.0,934237.0769230768,860586.8737864078,794897.6923076923,740837.2038834952,785113.1262135922,2063360.0,9824.0,826344.0,253042.0829831283,505068.0,693048.0,771832.0,792032.0,826344.0,845016.0,879596.0,917592.0,955704.0,837234.9230769231,809343.2233009709,760456.6153846154,760883.0291262136,49954.0,242.495145631068,546.0,1.0,254.5,76.35779012227522,152.5,213.0,230.0,241.0,254.5,261.0,271.0,283.0,310.0,13795.0,26135.0,12383.0,23819.0,30384.0,147.49514563106797,349.0,1.0,154.0,47.60086353675541,88.5,130.0,143.0,148.0,154.0,160.0,166.0,174.0,184.0,8304.0,15811.0,7461.0,14573.0,412.7517495101372,1430.0,70.0,84.0,490.5745785073424,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1261.0,1280.0,440.1986951794128,423.95469676678783,417.2522813534685,400.4483395608548,665.2029976334472,1472.0,54.0,113.0,625.1077109470964,55.0,55.0,56.0,95.0,113.0,1228.0,1228.0,1228.0,1434.0,655.3500722543353,659.0534438049459,662.5074386811419,672.2273382282303,0.0041220882752829,2.026213,0.0,0.000109,0.0137547515169029,2E-06,4E-06,9E-06,2.5e-05,0.000109,0.000438,0.003231,0.0079084,0.0121357,0.0037686656759695,0.0039409111153625,0.0166344871194379,0.0086479219950459,0.0067761532014199,2.022938,0.0,0.000848,0.0274143975570421,0.000165,0.000274,0.000371,0.000482,0.000848,0.0018807999999999,0.003828,0.0100136,0.023873,0.0062616135597302,0.0065136353171842,0.0276049043023723,0.014132998764839,0.7980704963909686,1.6039801174748551
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,0,4,1,no,51,3,6,456,16,8,2340,0,0,356487.877743,331345.668101,365086.254939,9,6,0,128.94919,4.1e-05,62685704.490013696,132211296.67685032,869473.5916230367,2131160.0,37048.0,837592.0,304150.41250932467,569264.0,701552.0,747312.0,803752.0,837592.0,902336.0,954112.0,1050552.0,1189560.0,1040947.5,941282.5833333334,873848.6666666666,795983.4166666666,846804.3560209424,2077016.0,9824.0,876848.0,245402.6675877468,634376.0,763520.0,817544.0,848728.0,876848.0,894104.0,913752.0,947568.0,1021808.0,922741.6666666666,880059.8333333334,832386.6666666666,814369.5833333334,50010.0,261.8324607329843,577.0,27.0,267.0,74.67782946307773,184.0,228.0,244.0,256.0,267.0,278.0,286.0,302.0,325.0,14084.0,26482.0,12502.0,23772.0,30688.0,160.67015706806282,354.0,1.0,166.0,45.04577194512708,120.0,144.0,155.0,158.0,166.0,171.0,177.0,183.0,195.0,8525.0,16125.0,7665.0,14729.0,415.1181709265176,1430.0,70.0,84.0,491.83318201093954,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,443.4595995455836,426.53088890567176,419.3802591585346,401.80889281507655,658.6422504962416,1472.0,54.0,107.0,625.0181801502017,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,649.4369501466275,654.9282480620155,651.5746901500327,663.4825853757893,0.0038176913937699,0.480907,0.0,0.000105,0.0099456146555588,1E-06,1E-06,4E-06,2E-05,0.000105,0.000387,0.0026408999999999,0.007628,0.012021,0.0034080381283726,0.0036246367721471,0.0152772057270836,0.0080344786303213,0.0062212189971039,0.998074,0.0,0.000667,0.0215410357060318,0.000151,0.00027,0.000363,0.000454,0.000667,0.001708,0.003349,0.008788,0.0229,0.0056281680938416,0.0059532359689922,0.0249182164383561,0.0129674878810509,0.9077086982397355,1.853709250504967
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,1,4,1,no,52,2,6,456,24,0,2340,0,0,411723.980949,318902.122907,361659.654786,9,4,0,129.558071,3.7e-05,63213748.298583984,132534806.0189504,864513.7591623036,2241512.0,34160.0,852968.0,303965.9848849594,580696.0,687624.0,746048.0,790120.0,852968.0,911072.0,953088.0,1023760.0,1183568.0,1082540.8333333333,943657.0,870852.6666666666,784209.9166666666,845006.1570680628,2685152.0,19648.0,852952.0,260989.60797484903,620088.0,772208.0,809096.0,837424.0,852952.0,891376.0,905856.0,937736.0,1000296.0,959137.5,887106.5833333334,829257.6666666666,802846.9166666666,49665.0,260.0261780104712,703.0,16.0,263.0,77.3318432109156,194.0,219.0,237.0,251.0,263.0,275.0,286.0,301.0,328.0,14581.0,26559.0,12467.0,23361.0,30639.0,160.41361256544502,455.0,2.0,162.0,47.16009963882748,117.0,144.0,151.0,157.0,162.0,167.0,174.0,180.0,195.0,8901.0,16326.0,7588.0,14460.0,415.5794964389608,1430.0,70.0,84.0,491.91652461897047,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,445.4595020917632,426.367107195301,419.1157455683003,402.8303154830701,658.3092729873846,1472.0,54.0,107.0,625.059398249018,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,646.5369059656218,652.0445301972314,655.7124406958355,666.2630013831258,0.0038446558732069,0.500616,0.0,0.0001,0.0099073887054066,2E-06,4E-06,8E-06,2.1e-05,0.0001,0.000396,0.0025463999999999,0.0075972,0.012038,0.0032911621287977,0.0036134538951014,0.0153172065452795,0.0081742910834296,0.0062307539667056,0.9981,0.0,0.00068,0.0206493666038574,0.000153,0.000269,0.000363,0.000459,0.00068,0.001732,0.003365,0.008722,0.0232265,0.0053916616110549,0.0058786738944015,0.0251554889298893,0.0132005428769017,0.9246236028010166,1.8642554581180577
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,0,6,1,no,52,1,7,453,26,1,2335,5,0,394211.452575,321545.922686,361416.289528,6,4,0,139.394061,3.4e-05,62858889.0803138,131996096.9409493,822597.8109452736,2033544.0,60656.0,831520.0,302183.92222454364,451224.0,636304.0,729064.0,768000.0,831520.0,880448.0,954816.0,1017744.0,1159528.0,979670.588235294,864752.7128712871,784313.8823529412,780014.1782178218,804160.2786069652,2309352.0,65048.0,850280.0,269524.9223556661,416144.0,686168.0,786000.0,824568.0,850280.0,888288.0,914984.0,949840.0,983416.0,875586.9803921569,809799.9207920792,744386.3529411765,799976.0792079208,49991.0,248.71144278606965,646.0,24.0,262.0,80.56286021596475,143.0,207.0,234.0,249.0,262.0,273.0,282.0,298.0,323.0,14163.0,25675.0,11958.0,24570.0,30550.0,151.9900497512438,394.0,10.0,163.0,49.36351000382796,83.0,131.0,147.0,155.0,163.0,167.0,173.0,181.0,192.0,8565.0,15607.0,7258.0,15120.0,413.427031558776,1430.0,70.0,84.0,491.3079267437557,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1276.800000000003,1280.0,440.9658970557085,425.2192015579357,418.13020572002006,400.8009361009361,661.24946924911,1472.0,54.0,112.0,625.1072189067273,55.0,55.0,56.0,95.0,112.0,1228.0,1228.0,1228.0,1434.0,651.7065966141273,655.0729800730442,653.8251584458528,667.9694444444444,0.0040189012715332,1.113597,0.0,0.000107,0.0118761196712717,2E-06,4E-06,8E-06,2.4e-05,0.000107,0.000434,0.0027075999999999,0.0075168,0.012037,0.0036008891477794,0.0039334678870496,0.0168084239003177,0.00818051009361,0.0065757744063755,0.998179,0.0,0.000753,0.0260702219765554,0.000158,0.000276,0.00037,0.000468,0.000753,0.001814,0.0036241999999999,0.009379,0.0231176,0.0059529676590776,0.0064705182289998,0.0276933543675943,0.0132935427248677,0.9132563455539657,1.846693870119469
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,0,1,60,1,6,1,no,49,2,9,424,48,8,2340,0,0,419508.520972,332926.513705,368516.328096,12,12,0,132.463307,0.00253,65560194.2513225,135812543.56782132,857179.4226804124,2021688.0,27928.0,850060.0,315930.9347818943,542229.6,704110.4,761172.0,809452.8,850060.0,896467.2,965863.2,1061406.4,1198064.0,1006704.9795918368,915578.886597938,867516.081632653,798779.9587628866,834836.412371134,1870160.0,9824.0,879500.0,266288.1704737612,555362.4,789088.0,830273.6,848097.6,879500.0,902094.4,926347.2,961529.6,1009794.4,904009.306122449,848923.7113402062,836079.3469387755,820749.1134020619,50069.0,258.0876288659793,556.0,30.0,267.0,79.80871171439709,166.1,230.2,242.9,257.0,267.0,278.0,289.1,302.0,333.40000000000003,13978.0,25840.0,12801.0,24229.0,30962.0,159.5979381443299,328.0,1.0,167.0,49.87430795195955,101.8,148.2,156.0,162.0,167.0,172.0,180.1,187.0,196.0,8581.0,15935.0,7879.0,15027.0,415.1725190535095,1430.0,70.0,84.0,491.8305299645947,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,441.1266275575905,429.6205108359133,415.0875712834935,399.7361426389864,653.7843915343915,1472.0,54.0,107.0,624.8851821257939,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,645.2694324670784,645.9491684970192,649.9538012438127,662.2468223863712,0.003873855991381,0.402379,0.0,9.3e-05,0.0101297571871616,1E-06,4E-06,7E-06,1.8e-05,9.3e-05,0.000378,0.0023826999999999,0.0075128,0.012024,0.0035043528401774,0.0037536262770897,0.015154425279275,0.0080065953196582,0.0062639769647696,0.998158,0.0,0.00061,0.0244135700748743,0.000156,0.000267,0.000355,0.000448,0.00061,0.00172,0.003079,0.008303,0.0228845,0.0057099476750961,0.0060868778788829,0.0246195633963701,0.0129086005190656,0.999787649239207,1.971107706857512
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,50,1,60,1,2,1,no,56,1,3,471,8,1,2340,0,0,316138.280674,323209.91096,361950.985205,5,2,0,120.31889,4.7e-05,59819513.49509051,129001968.50690252,902941.6263736264,1814848.0,65808.0,888648.0,270625.3415226999,714135.2,762862.4,795224.8,837260.8,888648.0,931363.2,985881.6,1050520.0,1196164.8,1003165.2173913044,960838.2417582418,931594.2608695652,845045.010989011,886824.6593406594,2060912.0,47736.0,899096.0,235872.9485861617,755061.6000000001,842678.4,868172.8,892870.4,899096.0,915862.4,931749.6,956216.0,1042777.6,910989.0434782607,905464.6153846154,896272.5217391305,868184.7032967033,49808.0,273.6703296703297,570.0,29.0,278.0,70.05673602537219,233.2,247.2,257.0,265.4,278.0,286.0,295.4,307.8,333.0,13229.0,25795.0,12877.0,24013.0,30814.0,169.30769230769232,347.0,8.0,171.0,42.13379847338043,147.1,162.0,165.3,169.0,171.0,175.0,179.0,186.0,199.0,8050.0,15843.0,7900.0,14971.0,412.38475085051033,1430.0,70.0,84.0,490.7276107255022,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1269.0,1280.0,436.02691057525135,423.7075014537701,415.9871864564728,400.29929621455045,654.5622695218995,1472.0,54.0,107.0,625.2732943176861,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,650.7064596273292,650.1079341033895,652.350253164557,659.64872086033,0.0036521368020812,1.02492,0.0,7.2e-05,0.0095029283340752,1E-06,4E-06,7E-06,1.4e-05,7.2e-05,0.000354,0.0025239999999999,0.007874,0.012013,0.0034771913220953,0.0035276581508044,0.0141330844140715,0.0075788834381376,0.0059031599275409,0.998182,0.0,0.0006414999999999,0.0190343869407018,0.000185,0.000269,0.000344,0.000472,0.0006414999999999,0.0018937999999999,0.0030100999999999,0.0081874,0.0220673,0.0057124963975155,0.005743427949252,0.0230370217721519,0.0121563337118428,0.815895582837824,1.74908710587355
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,50,1,60,0,4,1,no,56,1,3,470,10,0,2340,0,0,350553.173055,333170.241054,354753.723263,8,2,0,121.22157,3.1e-05,62699220.5271864,129719420.40009822,902893.6263736264,1958768.0,40888.0,880024.0,272681.76736252155,702889.6,744963.2,782668.8,826244.8,880024.0,915510.4,961653.6,1071953.6000000003,1201065.6,1038677.9130434784,972486.3296703296,918368.8695652174,833300.9230769231,885499.5604395604,2236752.0,9824.0,896292.0,222378.19871399112,785184.8,836561.6,853359.2,878441.6,896292.0,904284.8,922470.4,947891.2,997823.2,935506.4347826086,916488.7912087912,882807.1304347826,854510.3296703297,49695.0,273.04945054945057,606.0,28.0,273.0,66.19321347908043,225.3,245.0,256.0,262.0,273.0,283.0,292.7,305.8,327.8,13614.0,26086.0,12650.0,23609.0,30866.0,169.5934065934066,376.0,1.0,171.0,39.936206828736864,145.5,157.0,163.0,167.4,171.0,176.0,180.0,185.0,194.0,8308.0,16071.0,7839.0,14795.0,413.272230670722,1430.0,70.0,84.0,491.1674380932751,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1270.0,1280.0,438.6953136477156,424.0601088706586,417.440395256917,401.4908721250371,652.5830620991911,1472.0,54.0,107.0,625.0606927614656,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,647.4677419354839,648.6876983386223,647.5495598928435,656.9824264954376,0.0036578986113334,0.428036,0.0,7.2e-05,0.0076881775721615,1E-06,4E-06,7E-06,1.4e-05,7.2e-05,0.000359,0.002787,0.007926,0.012019,0.0033788350962244,0.0034882953691635,0.0143871157312252,0.0077087980854758,0.0058911746640456,0.998133,0.0,0.000618,0.0171730001825689,0.000183,0.000262,0.000338,0.000463,0.000618,0.001918,0.003039,0.008208,0.022474,0.0055363470149253,0.0056610883579117,0.0232170242377854,0.0123013351132139,0.9081416594355918,1.7724756008361033
5g,static-1,5,quic,http-3_p,WSGI_caddy,v1,12x4,3,50,1,60,1,4,1,no,56,1,3,456,23,1,2328,11,1,382035.707548,337747.843324,360211.25009,7,4,0,115.840261,4E-05,64680684.9424447,132758221.3838574,931605.1073446329,2055440.0,184432.0,877896.0,258944.73504791263,709672.0,754046.4,809196.7999999999,844580.8,877896.0,932908.8,978265.6,1068579.2,1231148.8,1104817.2444444443,1007203.7752808988,909715.3777777776,853777.797752809,909339.5254237287,2388456.0,221840.0,902512.0,207519.4416134276,786030.4,836540.8,847956.8,881752.0,902512.0,917814.4,945020.8,954083.2,1005616.0,983272.1777777778,942951.4606741572,867008.1777777778,875793.3483146067,49701.0,280.79661016949154,635.0,56.0,274.0,61.491659347427024,235.0,247.0,258.6,266.0,274.0,283.0,292.0,312.8,334.6,14007.0,26243.0,12234.0,23713.0,30723.0,173.57627118644066,405.0,38.0,172.0,35.67502571186567,150.6,160.0,163.0,167.4,172.0,175.6,179.0,186.8,197.4,8557.0,16142.0,7500.0,14750.0,414.6821074115575,1430.0,70.0,84.0,491.7181522463944,70.0,70.0,72.0,72.0,84.0,185.0,538.0,1280.0,1280.0,443.6779467409153,426.9764127576877,418.2727644270067,400.5515118289546,654.6246601061764,1472.0,54.0,107.0,625.313175426186,55.0,55.0,56.0,95.0,107.0,1228.0,1228.0,1228.0,1434.0,646.3604066845858,649.8782678726304,650.2561333333333,660556,0.0035604300264126,1.006562,0.0,6.7e-05,0.0083351477430251,1E-06,4E-06,7E-06,1.4e-05,6.7e-05,0.000314,0.002585,0.007898,0.012012,0.0032124011565645,0.0033913791487253,0.0144675338401177,0.00746408337199,0.0057603474038586,0.998042,0.0,0.000612,0.013142002706504,0.0001801,0.00026,0.000335,0.00047,0.000612,0.001892,0.003061,0.0081548,0.022285,0.0052586206614467,0.0055122985379754,0.0235996954666666,0.0119998451525423,0.9716141988948006,1.871538663007809
