til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
54,3,3,456,24,0,2340,0,0,362358.702732,330323.724241,386912.699212,7,4,0,126.187817,6.3e-05,62785133.0975529,100126149.72361547
