Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z2, 5, 2, 4K, 216512.000000, 0.005839, 37080321.972941, 37080320.000000, 1.865291, 6, 0.134810, 8261687.736763, 8261687.736763
Z2, 6, 2, 4K, 204608.000000, 0.005569, 36740527.922428, 36740520.000000, 1.865291, 6, 0.134810, 8193728.926661, 8193728.926661
Z2, 7, 2, 4K, 104304.000000, 0.006079, 17158085.211383, 17158080.000000, 1.865291, 6, 0.134810, 4277240.384452, 4277240.384452
Z3, 0, 2, 1080, 7568.000000, 0.016858, 448926.325780, 448920.000000, 1.865291, 6, 0.134810, 935408.607331, 935408.607331
Z3, 1, 2, 1080, 7264.000000, 0.001512, 4804232.804233, 4804232.000000, 1.865291, 6, 0.134810, 1806469.903022, 1806469.903022
Z3, 2, 2, 1080, 7568.000000, 0.001687, 4486069.946651, 4486064.000000, 1.865291, 6, 0.134810, 1742837.331505, 1742837.331505
Z3, 3, 2, 1080, 7264.000000, 0.001754, 4141391.106043, 4141384.000000, 1.865291, 6, 0.134810, 1673901.563384, 1673901.563384
Z3, 4, 2, 1080, 7568.000000, 0.002253, 3359076.786507, 3359072.000000, 1.865291, 6, 0.134810, 1517438.699476, 1517438.699476
Z3, 5, 2, 1080, 7264.000000, 0.003081, 2357676.079195, 2357672.000000, 1.865291, 6, 0.134810, 1317158.558014, 1317158.558014
Z3, 6, 2, 1080, 7568.000000, 0.003047, 2483754.512635, 2483752.000000, 1.865291, 6, 0.134810, 1342374.244702, 1342374.244702
Z3, 7, 2, 1080, 7264.000000, 0.002843, 2555047.485051, 2555040.000000, 1.865291, 6, 0.134810, 1356632.839185, 1356632.839185
Z3, 8, 2, 1080, 7568.000000, 0.003155, 2398732.171157, 2398728.000000, 1.865291, 6, 0.134810, 1325369.776406, 1325369.776406
Z3, 9, 2, 1080, 7568.000000, 0.002535, 2985404.339250, 2985400.000000, 1.865291, 6, 0.134810, 1442704.210025, 1442704.210025
Z3, 10, 2, 1080, 7520.000000, 0.002181, 3447959.651536, 3447952.000000, 1.865291, 6, 0.134810, 1535215.272482, 1535215.272482
Z3, 11, 2, 1080, 9080.000000, 0.002193, 4140446.876425, 4140440.000000, 1.865291, 6, 0.134810, 1673712.717460, 1673712.717460
Z3, 12, 2, 1080, 7264.000000, 0.002191, 3315381.104518, 3315376.000000, 1.865291, 6, 0.134810, 1508699.563079, 1508699.563079
Z3, 13, 2, 1080, 8824.000000, 0.002306, 3826539.462272, 3826536.000000, 1.865291, 6, 0.134810, 1610931.234630, 1610931.234630
Z3, 14, 2, 1080, 7760.000000, 0.002196, 3533697.632058, 3533696.000000, 1.865291, 6, 0.134810, 1552362.868587, 1552362.868587
Z3, 15, 2, 1080, 7568.000000, 0.002216, 3415162.454874, 3415160.000000, 1.865291, 6, 0.134810, 1528655.833150, 1528655.833150
