til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1
40,0,20,328,72,80,1288,92,0,933486.32958,734240.545131,559980.239934,1,11,6,59.619811,3.6e-05,144936803.97590113,186970531.4205583
