Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z3, 15, 2, 720, 7352.000000, 0.030900, 237928.802589, 237928.000000, 1.341572, 4, 0.658464, 137004.314115, 137004.314115
Z3, 16, 2, 720, 7536.000000, 0.031926, 236045.856042, 236040.000000, 1.341572, 4, 0.658464, 136627.724806, 136627.724806
Z3, 17, 2, 720, 7368.000000, 0.039801, 185120.976860, 185120.000000, 1.341572, 4, 0.658464, 126442.748969, 126442.748969
Z3, 18, 2, 720, 7128.000000, 0.016992, 419491.525424, 419488.000000, 1.341572, 4, 0.658464, 173316.858682, 173316.858682
Z3, 19, 2, 720, 6872.000000, 0.038899, 176662.639142, 176656.000000, 1.341572, 4, 0.658464, 124751.081426, 124751.081426
Z3, 20, 2, 720, 7128.000000, 0.035857, 198789.636612, 198784.000000, 1.341572, 4, 0.658464, 129176.480920, 129176.480920
Z3, 21, 2, 720, 6872.000000, 0.035956, 191122.483035, 191120.000000, 1.341572, 4, 0.658464, 127643.050204, 127643.050204
Z3, 22, 2, 720, 7128.000000, 0.039786, 179158.497964, 179152.000000, 1.341572, 4, 0.658464, 125250.253190, 125250.253190
Z1, 0, 3, 720, 7080.000000, 0.029824, 237392.703863, 237392.000000, 1.520767, 4, 1.479269, 172728.793963, 172728.793963
Z2, 0, 3, 720, 6624.000000, 0.027840, 237931.034483, 237928.000000, 1.520767, 4, 1.479269, 172836.460087, 172836.460087
Z2, 1, 3, 720, 7328.000000, 0.040063, 182911.913736, 182904.000000, 1.520767, 4, 1.479269, 161832.635937, 161832.635937
Z2, 2, 3, 720, 7328.000000, 0.031945, 229394.271404, 229392.000000, 1.520767, 4, 1.479269, 171129.107471, 171129.107471
Z2, 3, 3, 720, 23496.000000, 0.028316, 829778.217262, 829776.000000, 1.520767, 4, 1.479269, 291205.896642, 291205.896642
Z2, 4, 3, 720, 21416.000000, 0.040013, 535226.051533, 535224.000000, 1.520767, 4, 1.479269, 232295.463497, 232295.463497
Z2, 5, 3, 720, 8560.000000, 0.027629, 309819.392667, 309816.000000, 1.520767, 4, 1.479269, 187214.131723, 187214.131723
Z2, 6, 3, 720, 7128.000000, 0.016565, 430304.859644, 430304.000000, 1.520767, 4, 1.479269, 211311.225119, 211311.225119
Z2, 7, 3, 720, 6872.000000, 0.031791, 216161.806801, 216160.000000, 1.520767, 4, 1.479269, 168482.614550, 168482.614550
Z3, 0, 3, 720, 6840.000000, 0.056488, 121087.664637, 121080.000000, 1.520767, 4, 1.479269, 149467.786117, 149467.786117
Z3, 1, 3, 720, 7328.000000, 0.016820, 435671.819263, 435664.000000, 1.520767, 4, 1.479269, 212384.617043, 212384.617043
Z3, 2, 3, 720, 7080.000000, 0.019198, 368788.415460, 368784.000000, 1.520767, 4, 1.479269, 199007.936282, 199007.936282
Z3, 3, 3, 720, 7328.000000, 0.016764, 437127.177285, 437120.000000, 1.520767, 4, 1.479269, 212675.688647, 212675.688647
Z3, 4, 3, 720, 7080.000000, 0.027081, 261437.908497, 261432.000000, 1.520767, 4, 1.479269, 177537.834889, 177537.834889
Z3, 5, 3, 720, 21056.000000, 0.020555, 1024373.631720, 1024368.000000, 1.520767, 4, 1.479269, 330124.979534, 330124.979534
Z3, 6, 3, 720, 23896.000000, 0.023781, 1004835.793280, 1004832.000000, 1.520767, 4, 1.479269, 326217.411846, 326217.411846
Z3, 7, 3, 720, 21448.000000, 0.025456, 842551.854180, 842544.000000, 1.520767, 4, 1.479269, 293760.624026, 293760.624026
Z3, 8, 3, 720, 23816.000000, 0.019176, 1241969.128077, 1241968.000000, 1.520767, 4, 1.479269, 373644.078805, 373644.078805
Z3, 9, 3, 720, 21312.000000, 0.026856, 793565.683646, 793560.000000, 1.520767, 4, 1.479269, 283963.389919, 283963.389919
Z3, 10, 3, 720, 23784.000000, 0.016845, 1411932.324132, 1411928.000000, 1.520767, 4, 1.479269, 407636.718016, 407636.718016
Z3, 11, 3, 720, 7528.000000, 0.026870, 280163.751396, 280160.000000, 1.520767, 4, 1.479269, 181283.003469, 181283.003469
Z3, 12, 3, 720, 8560.000000, 0.019870, 430800.201309, 430800.000000, 1.520767, 4, 1.479269, 211410.293452, 211410.293452
Z3, 13, 3, 720, 7504.000000, 0.014541, 516058.042776, 516056.000000, 1.520767, 4, 1.479269, 228461.861745, 228461.861745
Z3, 14, 3, 720, 8480.000000, 0.018160, 466960.352423, 466960.000000, 1.520767, 4, 1.479269, 218642.323675, 218642.323675
Z3, 15, 3, 720, 7512.000000, 0.026789, 280413.602598, 280408.000000, 1.520767, 4, 1.479269, 181332.973710, 181332.973710
Z3, 16, 3, 720, 8576.000000, 0.029330, 292396.863280, 292392.000000, 1.520767, 4, 1.479269, 183729.625846, 183729.625846
Z3, 17, 3, 720, 7536.000000, 0.030317, 248573.407659, 248568.000000, 1.520767, 4, 1.479269, 174964.934722, 174964.934722
Z3, 18, 3, 720, 6872.000000, 0.027751, 247630.716010, 247624.000000, 1.520767, 4, 1.479269, 174776.396392, 174776.396392
