til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3, z1_bit, z2_bit, z3_bit, til_4k_z3, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time
40, 0, 20, 328, 72, 80, 1288, 92, 0, 933486.329580, 734240.545131, 559980.239934, 1, 11, 6, 59.619811, 0.000036
