,TP_D_avg,TP_D_max,TP_D_min,TP_D_medn,TP_D_std,TP_D_10p,TP_D_20p,TP_D_30p,TP_D_40p,TP_D_50p,TP_D_60p,TP_D_70p,TP_D_80p,TP_D_90p,TP_D_F25_avg,TP_D_F50_avg,TP_D_L25_avg,TP_D_L50_avg,TP_U_avg,TP_U_max,TP_U_min,TP_U_medn,TP_U_std,TP_U_10p,TP_U_20p,TP_U_30p,TP_U_40p,TP_U_50p,TP_U_60p,TP_U_70p,TP_U_80p,TP_U_90p,TP_U_F25_avg,TP_U_F50_avg,TP_U_L25_avg,TP_U_L50_avg,PC_D_total,PC_D_avg,PC_D_max,PC_D_min,PC_D_medn,PC_D_std,PC_D_10p,PC_D_20p,PC_D_30p,PC_D_40p,PC_D_50p,PC_D_60p,PC_D_70p,PC_D_80p,PC_D_90p,PC_D_F25_total,TP_D_F50_total,PC_D_L25_total,PC_D_L50_total,PC_U_total,PC_U_avg,PC_U_max,PC_U_min,PC_U_medn,PC_U_std,PC_U_10p,PC_U_20p,PC_U_30p,PC_U_40p,PC_U_50p,PC_U_60p,PC_U_70p,PC_U_80p,PC_U_90p,PC_U_F25_total,TP_U_F50_total,PC_U_L25_total,PC_U_L50_total,PS_D_avg,PS_D_max,PS_D_min,PS_D_medn,PS_D_std,PS_D_10p,PS_D_20p,PS_D_30p,PS_D_40p,PS_D_50p,PS_D_60p,PS_D_70p,PS_D_80p,PS_D_90p,PS_D_F25_avg,PS_D_F50_avg,PS_D_L25_avg,PS_D_L50_avg,PS_U_avg,PS_U_max,PS_U_min,PS_U_medn,PS_U_std,PS_U_10p,PS_U_20p,PS_U_30p,PS_U_40p,PS_U_50p,PS_U_60p,PS_U_70p,PS_U_80p,PS_U_90p,PS_U_F25_avg,PS_U_F50_avg,PS_U_L25_avg,PS_U_L50_avg,IAT_D_avg,IAT_D_max,IAT_D_min,IAT_D_medn,IAT_D_std,IAT_D_10p,IAT_D_20p,IAT_D_30p,IAT_D_40p,IAT_D_50p,IAT_D_60p,IAT_D_70p,IAT_D_80p,IAT_D_90p,IAT_D_F25_avg,IAT_D_F50_avg,IAT_D_L25_avg,IAT_D_L50_avg,IAT_U_avg,IAT_U_max,IAT_U_min,IAT_U_medn,IAT_U_std,IAT_U_10p,IAT_U_20p,IAT_U_30p,IAT_U_40p,IAT_U_50p,IAT_U_60p,IAT_U_70p,IAT_U_80p,IAT_U_90p,IAT_U_F25_avg,IAT_U_F50_avg,IAT_U_L25_avg,IAT_U_L50_avg
0,1234166.8666666667,2574672.0,597792.0,1063200.0,515194.1996860817,725936.0,814480.0,916703.2,975673.6,1063200.0,1140102.4,1304123.2,1610497.6,2229948.8000000003,961943.2,969491.2,1608357.6,1498842.5333333334,904045.4,2586232.0,358008.0,887480.0,244894.43121620116,773731.2,834520.0,853668.0,869358.4,887480.0,900667.2,921799.2,943292.8,961904.8,1034901.0666666667,977985.2,817756.2666666667,830105.6,37059.0,308.825,626.0,159.0,292.0,73.00030393772343,240.0,256.6,267.7,278.0,292.0,303.0,317.3,357.2,406.20000000000005,8920.0,17485.0,10095.0,19574.0,23076.0,192.3,418.0,89.0,180.5,43.6666539440185,155.9,166.8,172.7,177.0,180.5,188.0,194.89999999999998,210.8,249.20000000000002,5719.0,11079.0,6127.0,11997.0,499.5161567134161,1430.0,70.0,185.0,529.0572588518218,70.0,71.0,72.0,72.0,185.0,351.0,764.0,1280.0,1280.0,404.40437219730944,415.8526737203317,597.4582466567608,574.2985082251967,587.5083563059959,1472.0,54.0,105.0,619.0544533357443,55.0,55.0,56.0,56.0,105.0,1228.0,1228.0,1228.0,1434.0,678.593984962406,662.0533441646357,500.5036722702791,518.9457364341085,0.003239413343702234,0.324011,0.0,0.000235,0.006601423382940001,1e-06,4e-06,9e-06,4.9e-05,0.000235,0.000582,0.001101,0.00692,0.011958,0.0033628942825112106,0.0034313393766085215,0.011886737890044574,0.006130408654337386,0.005203092996209511,0.997962,0.0,0.000789,0.012157824358437208,0.000213,0.000283,0.000365,0.000555,0.000789,0.001705,0.0027054999999999983,0.005055,0.0211125,0.005245187620213324,0.005415448235400307,0.019585358903215278,0.010002458447945322
